modularity_class
2
2
2
1
1
2
2
2
2
2
2
4
2
2
2
2
2
2
2
2
2
2
17
2
2
2
2
2
2
2
2
2
2
2
2
2
2
17
4
2
2
2
17
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
6
2
2
2
1
2
2
3
2
2
4
2
17
2
2
17
3
2
2
2
2
6
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
7
2
2
2
2
2
2
2
2
2
2
2
2
2
2
17
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
18
17
18
19
18
19
17
19
17
19
18
18
19
19
2
18
19
18
17
18
18
17
18
17
18
18
17
18
17
7
17
5
19
18
17
17
18
18
19
17
18
18
18
17
18
18
18
19
18
18
18
19
17
19
17
18
18
22
18
19
18
18
8
18
22
17
9
9
18
18
18
18
18
17
18
18
18
18
10
18
22
18
18
18
18
18
17
17
19
19
18
18
18
17
18
18
18
11
18
17
18
15
18
19
18
17
18
18
17
18
18
18
18
18
19
17
18
17
22
18
18
18
18
0
14
18
22
19
18
18
18
19
18
18
18
18
18
18
19
18
17
18
22
18
18
18
18
18
18
19
18
18
17
18
18
18
17
18
18
18
17
18
17
17
18
18
18
17
18
22
18
19
22
18
18
18
19
17
13
18
17
17
18
18
18
17
18
18
18
22
18
19
18
18
17
18
22
18
18
18
18
18
12
18
13
18
18
14
17
18
17
15
18
18
17
18
19
18
19
18
18
18
18
18
16
18
18
18
18
17
19
18
17
18
18
17
17
18
27
17
17
17
20
17
17
17
17
17
17
27
17
19
18
27
27
17
18
27
17
20
17
17
17
27
17
18
27
27
27
19
27
27
18
27
20
17
17
18
20
17
17
20
17
17
27
17
17
20
27
17
20
17
20
17
17
27
17
27
27
27
27
27
17
27
17
20
18
17
17
17
27
27
20
20
17
17
27
18
27
17
27
17
17
17
20
20
18
27
17
18
18
20
17
17
17
17
17
17
17
18
17
27
17
18
17
17
19
19
17
20
18
20
17
17
19
20
17
17
27
17
17
20
20
20
18
27
17
19
20
18
19
17
18
18
17
21
17
18
17
21
10
17
17
17
18
17
17
19
18
18
21
17
17
17
17
17
17
17
17
17
18
18
17
0
17
17
17
17
18
18
18
18
23
5
25
17
18
17
16
18
19
18
17
17
18
18
17
21
17
18
17
17
17
18
21
18
17
18
22
21
17
18
19
17
19
17
17
21
17
18
21
17
17
18
17
21
17
17
17
17
17
17
24
17
17
17
17
19
17
18
17
18
21
17
17
19
17
17
18
18
18
17
21
17
18
18
17
17
17
17
17
17
23
19
21
17
21
21
22
17
18
17
17
19
19
17
24
17
17
18
17
21
11
21
17
17
21
25
19
18
17
17
17
18
21
18
17
17
21
17
17
17
17
17
18
17
17
17
17
17
17
18
19
18
18
18
17
17
17
18
17
17
17
17
17
19
19
17
17
17
8
12
17
17
17
17
17
17
17
17
21
18
21
18
18
18
18
18
18
18
18
18
18
18
18
18
18
18
18
18
18
18
18
18
18
18
18
18
18
18
18
18
18
18
18
18
18
18
18
18
18
18
18
18
18
18
18
18
18
18
18
18
18
18
18
18
18
18
18
18
18
18
18
18
18
18
18
18
2
2
2
2
2
2
2
19
19
19
19
19
19
19
19
19
19
19
19
19
26
26
19
15
27
27
27
27
27
27
27
27
27
27
27
27
27
27
27
27
27
27
27
27
27
27
27
27
27
27
27
27
27
27
27
27
27
27
27
27
27
27
27
27
27
27
27
27
27
27
27
27
27
27
27
27
27
27
27
27
27
27
27
27
27
27
27
27
27
27
27
27
27
27
27
27
27
27
27
27
27
27
27
27
27
27
27
27
27
27
27
27
27
27
27
27
27
27
27
27
27
27
27
27
27
27
20
20
20
20
27
27
27
27
27
27
27
27
20
27
19
19
19
19
19
19
19
19
19
19
19
21
21
19
19
19
19
19
19
19
19
